,ctx-lh-bankssts,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-parahippocampal,ctx-lh-paracentral,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-frontalpole,ctx-lh-temporalpole,ctx-lh-transversetemporal,ctx-lh-insula,ctx-rh-bankssts,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-parahippocampal,ctx-rh-paracentral,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-frontalpole,ctx-rh-temporalpole,ctx-rh-transversetemporal,ctx-rh-insula
ctx-lh-bankssts,,0.104,-0.048,-0.061,-0.127,-0.072,0.002,-0.012,-0.117,0.012,-0.238,-0.023,-0.118,-0.092,0.0,-0.132,-0.068,-0.169,-0.153,-0.012,-0.144,0.114,-0.106,0.045,0.077,0.03,-0.073,0.021,-0.112,0.035,-0.101,-0.118,-0.102,0.042,-0.142,0.134,0.011,-0.034,-0.153,-0.134,0.075,-0.145,-0.057,0.034,-0.162,-0.04,-0.092,-0.186,-0.032,-0.092,0.059,-0.188,-0.04,-0.045,-0.131,0.133,-0.11,0.069,0.149,0.115,-0.02,0.008,-0.181,0.009,-0.012,0.015,-0.1,0.052
ctx-lh-caudalanteriorcingulate,,,0.004,0.09,-0.224,-0.099,-0.064,-0.176,-0.09,0.082,-0.243,0.128,-0.21,-0.053,-0.071,0.173,-0.176,-0.208,-0.084,0.093,0.292,-0.228,0.196,-0.129,-0.223,0.091,0.022,0.103,-0.044,0.014,-0.003,-0.219,-0.116,-0.057,0.013,-0.101,-0.086,0.108,-0.146,-0.115,-0.028,-0.226,-0.169,0.069,-0.274,0.093,-0.204,-0.148,-0.193,0.161,-0.133,-0.27,-0.069,0.094,0.234,-0.182,0.175,-0.153,-0.183,0.056,-0.02,0.099,-0.009,-0.012,-0.115,-0.055,-0.118,-0.128
ctx-lh-caudalmiddlefrontal,,,,-0.004,-0.005,0.012,-0.05,-0.056,0.033,0.126,-0.105,0.072,0.032,0.069,-0.03,0.064,-0.03,-0.072,0.019,-0.039,0.019,0.065,-0.01,0.121,0.007,-0.082,-0.033,-0.0,0.072,-0.096,-0.106,-0.09,-0.184,-0.108,-0.042,-0.007,-0.083,0.05,-0.005,0.076,0.017,-0.074,0.075,0.212,-0.106,0.049,0.057,-0.006,0.022,0.058,-0.068,-0.08,0.094,0.019,0.003,0.094,-0.082,0.112,-0.011,0.002,0.01,0.012,-0.038,-0.11,-0.088,0.143,-0.196,-0.072
ctx-lh-cuneus,,,,,-0.096,-0.151,0.102,-0.023,0.037,-0.018,0.044,-0.181,-0.075,0.031,-0.095,-0.215,0.045,0.038,0.132,0.025,-0.167,0.18,-0.084,-0.016,0.097,0.157,-0.024,0.006,-0.154,0.092,-0.03,-0.129,-0.137,0.099,-0.134,0.078,0.057,-0.263,-0.01,-0.268,0.21,-0.004,0.015,0.036,-0.019,-0.318,-0.01,0.04,-0.002,-0.239,0.074,0.086,0.107,-0.002,-0.233,0.188,-0.115,-0.001,0.119,0.239,-0.021,-0.096,-0.15,0.065,0.075,0.135,-0.065,0.061
ctx-lh-entorhinal,,,,,,0.071,-0.22,-0.01,-0.105,-0.069,-0.145,-0.039,-0.169,-0.182,0.05,0.115,-0.171,-0.186,-0.163,-0.159,0.146,-0.221,0.032,-0.055,-0.151,-0.116,0.003,-0.081,-0.072,-0.192,-0.075,-0.099,-0.031,-0.158,-0.028,-0.172,-0.062,-0.092,-0.021,0.108,-0.218,0.11,-0.136,-0.029,-0.09,0.011,-0.207,-0.062,-0.048,0.092,-0.103,-0.141,-0.074,-0.125,0.083,-0.189,0.01,-0.111,-0.179,-0.003,-0.001,-0.109,-0.003,-0.154,-0.014,0.065,-0.02,-0.051
ctx-lh-fusiform,,,,,,,-0.107,-0.009,-0.02,-0.259,-0.108,-0.173,-0.088,-0.101,-0.03,0.195,-0.021,-0.122,-0.032,-0.075,0.105,-0.042,0.054,-0.087,-0.141,-0.032,0.067,-0.245,-0.026,-0.057,-0.068,0.035,0.131,0.01,0.004,-0.029,0.058,-0.146,0.142,-0.159,-0.031,-0.042,-0.065,-0.251,-0.169,-0.162,-0.099,-0.014,-0.123,0.085,0.006,-0.08,0.062,-0.102,0.104,-0.014,0.061,-0.075,-0.088,0.05,0.08,-0.259,0.027,0.036,-0.04,0.061,0.109,0.09
ctx-lh-inferiorparietal,,,,,,,,-0.17,0.058,0.006,-0.171,0.102,-0.046,-0.081,-0.114,0.012,0.044,0.004,0.049,-0.014,-0.104,0.075,-0.047,0.065,-0.055,-0.018,-0.076,0.023,-0.034,-0.061,-0.089,-0.174,-0.09,-0.096,-0.049,-0.134,-0.067,0.156,-0.146,-0.111,-0.042,-0.196,0.038,0.053,-0.144,0.092,-0.045,-0.043,-0.067,0.007,-0.052,0.007,0.103,0.021,-0.048,0.066,-0.097,0.062,-0.01,0.054,-0.027,0.002,-0.063,-0.091,-0.096,-0.054,-0.079,-0.03
ctx-lh-inferiortemporal,,,,,,,,,-0.057,-0.051,-0.281,0.017,-0.154,-0.186,0.026,0.228,-0.162,-0.313,-0.085,0.058,0.153,-0.145,0.05,-0.045,-0.154,-0.18,0.012,-0.102,-0.043,-0.1,-0.102,-0.02,0.011,-0.136,0.064,-0.175,0.028,0.038,0.137,0.041,-0.088,0.005,-0.038,-0.032,-0.251,0.023,-0.142,-0.04,-0.033,0.126,-0.124,-0.161,-0.03,0.028,0.093,-0.118,0.041,-0.041,-0.069,-0.103,0.045,-0.182,0.0,-0.084,-0.068,0.056,0.016,-0.047
ctx-lh-isthmuscingulate,,,,,,,,,,-0.013,-0.036,0.043,-0.052,-0.056,-0.057,-0.042,-0.024,0.055,-0.026,-0.024,-0.168,0.049,-0.094,0.062,-0.163,0.012,-0.098,0.034,-0.151,-0.106,-0.013,-0.134,-0.243,-0.161,-0.081,-0.172,-0.105,0.033,-0.082,0.01,0.039,-0.03,-0.09,0.126,-0.107,0.053,-0.082,-0.028,-0.036,-0.045,-0.095,0.015,0.024,-0.071,-0.093,-0.0,-0.121,0.086,-0.105,-0.078,-0.117,0.03,-0.112,-0.073,0.014,0.053,-0.232,-0.135
ctx-lh-lateraloccipital,,,,,,,,,,,0.012,-0.167,-0.045,0.106,-0.137,0.059,0.055,0.021,0.1,-0.047,0.049,0.091,0.09,0.043,0.074,0.128,0.127,-0.133,0.049,0.087,-0.141,-0.049,0.078,0.036,0.077,0.076,0.206,-0.093,0.004,-0.354,0.131,-0.1,-0.091,-0.203,-0.007,-0.274,0.041,0.16,-0.103,0.016,0.065,0.121,0.1,-0.085,0.09,0.145,0.112,0.012,0.046,0.197,0.117,-0.153,0.064,0.086,-0.087,0.13,0.088,0.094
