,ctx-lh-bankssts,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-parahippocampal,ctx-lh-paracentral,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-frontalpole,ctx-lh-temporalpole,ctx-lh-transversetemporal,ctx-lh-insula,ctx-rh-bankssts,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-parahippocampal,ctx-rh-paracentral,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-frontalpole,ctx-rh-temporalpole,ctx-rh-transversetemporal,ctx-rh-insula
ctx-lh-bankssts,,0.023,-0.007,-0.02,0.02,-0.073,-0.029,-0.096,-0.105,0.065,-0.036,-0.03,-0.105,-0.2,-0.11,-0.028,-0.031,-0.059,-0.057,0.121,-0.179,0.045,-0.062,-0.029,-0.049,0.037,-0.035,0.029,-0.242,0.033,0.022,-0.156,-0.306,-0.008,-0.213,0.065,0.008,0.054,-0.044,-0.136,-0.067,-0.143,-0.12,0.052,-0.088,-0.029,-0.146,-0.241,-0.086,-0.042,0.028,-0.09,0.04,0.147,-0.134,0.027,-0.079,-0.059,0.015,-0.018,-0.037,-0.029,-0.306,0.008,-0.018,-0.129,-0.218,-0.074
ctx-lh-caudalanteriorcingulate,,,0.02,0.131,-0.238,-0.16,-0.105,-0.235,-0.195,-0.012,-0.2,0.062,-0.246,-0.205,-0.197,0.154,-0.15,-0.11,-0.174,0.116,0.248,-0.188,0.211,-0.099,-0.178,0.012,-0.019,0.128,-0.073,-0.184,-0.02,-0.265,-0.221,-0.278,-0.113,-0.137,-0.109,0.118,-0.149,-0.14,-0.167,-0.203,-0.243,0.036,-0.291,0.064,-0.243,-0.244,-0.141,0.123,-0.226,-0.186,-0.255,0.122,0.254,-0.218,0.178,-0.182,-0.243,-0.108,-0.168,0.131,-0.051,-0.099,-0.062,-0.122,-0.201,-0.261
ctx-lh-caudalmiddlefrontal,,,,0.069,-0.071,0.014,-0.04,-0.013,0.073,0.05,-0.003,0.032,-0.051,-0.016,-0.039,0.107,-0.083,0.002,0.006,0.013,-0.06,0.136,-0.05,0.1,-0.046,0.049,-0.109,0.061,-0.021,0.031,0.021,-0.114,-0.226,-0.096,-0.028,0.041,-0.058,0.087,-0.006,-0.017,-0.003,0.002,-0.005,0.106,0.058,0.038,-0.069,0.023,-0.028,0.03,0.052,0.027,0.087,0.079,-0.056,0.112,-0.033,0.036,0.05,0.094,-0.035,0.014,-0.06,-0.014,-0.006,-0.013,-0.188,-0.077
ctx-lh-cuneus,,,,,-0.132,-0.138,0.128,-0.044,-0.038,-0.006,0.081,-0.358,0.007,-0.007,-0.08,0.025,0.074,0.123,0.035,0.029,-0.07,0.202,0.049,0.04,0.094,0.161,0.06,-0.044,-0.05,0.11,-0.067,-0.215,-0.084,0.1,-0.041,0.168,0.134,-0.254,-0.008,-0.188,0.207,-0.126,-0.083,-0.013,0.099,-0.369,0.041,0.045,-0.062,-0.035,0.141,0.17,0.122,0.052,-0.044,0.262,0.05,0.052,0.132,0.184,0.128,-0.096,-0.046,0.069,0.002,-0.079,-0.053,0.127
ctx-lh-entorhinal,,,,,,0.079,-0.102,0.001,-0.143,-0.061,-0.068,-0.103,-0.168,-0.033,0.083,0.045,-0.202,-0.099,-0.18,-0.119,0.018,-0.213,-0.031,-0.145,-0.123,-0.16,-0.126,-0.087,0.013,-0.163,-0.128,0.048,-0.086,-0.137,-0.074,-0.231,-0.061,-0.087,0.088,0.091,-0.054,0.073,-0.109,-0.052,-0.06,-0.076,-0.151,-0.034,0.014,0.065,-0.212,-0.138,-0.187,-0.092,-0.065,-0.167,-0.065,-0.116,-0.197,-0.14,-0.12,-0.058,-0.129,-0.128,-0.2,0.125,-0.155,-0.174
ctx-lh-fusiform,,,,,,,-0.015,0.107,-0.083,-0.145,0.007,-0.144,-0.023,-0.002,0.062,0.199,-0.146,-0.058,-0.178,-0.002,0.039,0.043,0.047,0.026,-0.019,0.018,-0.017,-0.014,-0.065,-0.034,-0.143,-0.004,0.029,-0.036,-0.142,-0.09,0.053,-0.08,0.195,-0.207,-0.019,0.041,-0.085,-0.148,0.035,-0.109,-0.038,-0.027,-0.029,0.156,-0.214,-0.13,-0.168,0.021,-0.003,0.076,0.02,0.021,-0.071,-0.035,0.001,-0.073,-0.127,0.008,-0.159,0.0,0.034,-0.083
ctx-lh-inferiorparietal,,,,,,,,-0.094,0.097,0.019,0.009,0.017,0.01,-0.086,-0.013,0.097,-0.1,0.093,0.05,0.052,-0.132,0.056,-0.108,0.044,-0.011,-0.013,-0.15,0.078,-0.095,-0.007,0.041,-0.165,-0.164,-0.114,-0.036,-0.062,-0.014,0.161,0.016,-0.079,-0.051,-0.118,0.019,0.055,0.099,-0.005,0.001,-0.018,-0.02,0.022,0.024,0.146,0.144,0.083,-0.11,0.091,-0.096,0.03,0.012,0.052,-0.033,0.054,-0.107,-0.061,0.041,-0.011,-0.161,-0.087
ctx-lh-inferiortemporal,,,,,,,,,-0.066,0.034,-0.157,-0.023,-0.073,-0.055,-0.01,0.215,-0.245,-0.185,-0.189,0.002,0.016,-0.016,0.043,-0.07,-0.086,-0.101,-0.061,0.006,-0.064,-0.154,-0.047,-0.062,-0.026,-0.101,-0.171,-0.186,0.031,0.016,0.089,0.013,-0.105,0.029,-0.106,0.082,-0.059,0.042,-0.073,-0.036,-0.032,0.142,-0.205,-0.232,-0.161,0.04,0.003,-0.008,0.026,-0.069,-0.089,-0.124,-0.04,-0.014,-0.118,-0.05,-0.137,-0.06,-0.003,-0.138
ctx-lh-isthmuscingulate,,,,,,,,,,-0.051,-0.048,-0.119,-0.086,-0.061,-0.015,-0.12,-0.07,0.118,0.013,-0.14,-0.299,-0.103,-0.191,-0.069,-0.087,0.041,-0.123,-0.085,-0.182,-0.133,0.013,-0.098,-0.3,-0.247,-0.076,-0.143,0.09,-0.049,0.028,-0.108,0.131,-0.126,-0.103,-0.033,-0.033,-0.1,-0.089,0.03,-0.031,-0.17,-0.005,0.181,0.146,-0.089,-0.255,-0.035,-0.203,-0.049,-0.104,0.093,-0.066,-0.071,-0.172,-0.146,0.016,0.023,-0.285,-0.246
ctx-lh-lateraloccipital,,,,,,,,,,,0.002,0.024,-0.034,0.063,-0.085,0.237,-0.038,0.02,-0.054,0.115,0.106,0.068,0.156,0.018,0.024,0.077,0.039,-0.007,0.067,0.086,-0.096,-0.158,0.03,0.04,-0.008,0.022,0.099,0.041,0.055,-0.179,0.047,-0.037,-0.066,-0.112,0.07,0.034,0.01,0.09,-0.093,0.185,-0.007,0.025,-0.094,0.075,0.108,0.104,0.14,0.043,0.046,0.097,0.108,-0.056,0.047,0.035,-0.069,-0.071,0.087,0.011
