,ctx-lh-F2,ctx-lh-F3,ctx-lh-F4,ctx-lh-F5,ctx-lh-F6,ctx-lh-F7,ctx-lh-F8,ctx-lh-F9,ctx-lh-F10,ctx-lh-F10x,ctx-lh-F11,ctx-lh-F12,ctx-lh-F13,ctx-lh-F14,ctx-lh-F15,ctx-lh-F16,ctx-lh-F17,ctx-lh-F18,ctx-lh-F19,ctx-lh-F20,ctx-lh-F21,ctx-lh-F22,ctx-lh-F23,ctx-lh-F24,ctx-lh-F25,ctx-lh-F26,ctx-lh-F27,ctx-lh-F28,ctx-lh-F29,ctx-lh-F30,ctx-lh-F31,ctx-lh-F32,ctx-lh-F33,ctx-lh-F34,ctx-lh-F35,ctx-lh-F36,ctx-lh-F37,ctx-lh-F38,ctx-lh-F39,ctx-lh-F40,ctx-lh-F41,ctx-lh-F42,ctx-lh-F43,ctx-lh-F44,ctx-lh-F45,ctx-lh-F2b,ctx-rh-F2,ctx-rh-F3,ctx-rh-F4,ctx-rh-F5,ctx-rh-F6,ctx-rh-F7,ctx-rh-F8,ctx-rh-F9,ctx-rh-F10,ctx-rh-F10x,ctx-rh-F11,ctx-rh-F12,ctx-rh-F13,ctx-rh-F14,ctx-rh-F15,ctx-rh-F16,ctx-rh-F17,ctx-rh-F18,ctx-rh-F19,ctx-rh-F20,ctx-rh-F21,ctx-rh-F22,ctx-rh-F23,ctx-rh-F24,ctx-rh-F25,ctx-rh-F26,ctx-rh-F27,ctx-rh-F28,ctx-rh-F29,ctx-rh-F30,ctx-rh-F31,ctx-rh-F32,ctx-rh-F33,ctx-rh-F34,ctx-rh-F35,ctx-rh-F36,ctx-rh-F37,ctx-rh-F38,ctx-rh-F39,ctx-rh-F40,ctx-rh-F41,ctx-rh-F42,ctx-rh-F43,ctx-rh-F44,ctx-rh-F45,ctx-rh-F2b
ctx-lh-F2,,0.032,-0.001,-0.004,-0.059,-0.032,-0.004,-0.101,-0.035,0.019,0.04,-0.038,-0.03,0.092,-0.04,-0.047,0.101,-0.008,-0.037,0.027,0.069,0.008,-0.088,0.09,0.001,-0.019,0.017,-0.107,0.018,0.025,-0.038,-0.059,-0.065,0.033,0.094,0.017,0.016,0.131,-0.066,-0.001,-0.01,0.046,0.011,0.001,0.131,0.037,0.08,0.04,0.038,-0.091,-0.103,-0.009,-0.003,-0.07,0.012,0.0,0.027,-0.011,-0.095,0.064,-0.036,-0.034,0.022,-0.034,-0.078,0.066,0.07,-0.001,-0.093,0.081,0.022,-0.018,-0.024,-0.084,0.083,0.059,-0.067,-0.051,-0.037,0.047,0.069,0.004,0.017,0.125,-0.029,-0.043,-0.025,0.081,0.028,0.004,0.087,-0.072
ctx-lh-F3,,,-0.068,0.054,-0.142,0.009,0.12,-0.057,-0.002,0.07,0.048,0.068,0.045,-0.024,-0.075,-0.167,-0.026,-0.031,-0.082,0.166,0.045,-0.03,-0.022,-0.003,0.02,0.127,0.015,-0.092,0.032,0.108,-0.029,-0.079,-0.087,-0.039,0.061,0.01,0.035,0.07,-0.024,0.125,-0.095,0.011,-0.046,0.028,0.09,-0.14,-0.048,-0.122,-0.048,-0.032,-0.127,-0.046,0.09,-0.075,0.094,0.031,0.083,0.068,0.056,0.058,-0.091,-0.104,-0.063,-0.09,-0.116,0.142,0.02,-0.074,-0.061,-0.042,0.073,0.063,-0.074,-0.061,0.001,0.124,-0.076,-0.116,-0.061,-0.002,0.073,-0.007,0.083,0.004,-0.103,0.104,-0.102,-0.011,-0.009,-0.038,0.113,-0.009
ctx-lh-F4,,,,-0.009,-0.058,0.04,0.104,-0.115,-0.025,0.018,-0.011,0.023,0.009,-0.025,-0.054,-0.093,-0.003,-0.057,-0.058,0.126,0.018,0.041,-0.003,0.003,0.005,0.12,0.012,-0.099,0.036,0.098,-0.048,-0.028,-0.106,-0.097,0.066,-0.044,0.022,0.059,0.022,0.098,-0.117,-0.045,-0.101,-0.003,0.085,-0.207,-0.043,-0.084,-0.058,-0.105,-0.063,-0.023,0.063,-0.101,0.036,-0.034,0.037,-0.017,-0.022,0.035,-0.051,-0.031,-0.03,-0.093,-0.109,0.13,0.007,-0.024,-0.055,-0.027,0.067,0.071,-0.076,-0.07,-0.013,0.095,-0.116,-0.081,-0.102,-0.007,0.073,-0.044,0.087,-0.019,-0.089,0.061,-0.121,-0.042,-0.05,-0.05,0.075,-0.073
ctx-lh-F5,,,,,-0.065,-0.155,-0.025,-0.032,-0.071,-0.071,-0.114,-0.148,-0.11,-0.067,0.012,0.045,-0.042,-0.008,0.016,-0.133,-0.085,-0.004,0.002,0.004,-0.057,-0.172,-0.041,0.042,-0.041,-0.166,-0.031,0.027,0.069,-0.058,-0.056,-0.019,-0.11,-0.031,-0.067,-0.04,0.051,0.014,0.035,-0.06,-0.063,0.008,0.043,0.006,-0.052,-0.119,-0.063,-0.141,-0.044,0.063,-0.083,-0.074,-0.107,-0.084,-0.086,-0.067,0.0,0.006,-0.017,-0.042,-0.017,-0.127,-0.063,-0.038,0.003,-0.025,-0.118,-0.103,-0.086,0.014,-0.028,-0.143,-0.05,-0.028,0.076,0.014,-0.075,0.019,-0.108,-0.038,-0.066,-0.055,0.049,-0.001,0.084,-0.062,-0.028,-0.05
ctx-lh-F6,,,,,,-0.017,0.116,-0.201,-0.081,-0.083,0.016,-0.087,-0.172,-0.142,-0.101,-0.125,0.005,-0.106,-0.065,0.082,-0.05,-0.087,-0.034,-0.02,0.035,0.1,-0.038,-0.119,-0.077,0.081,-0.124,-0.049,-0.206,-0.193,-0.012,-0.072,0.02,0.017,-0.044,0.042,-0.147,-0.104,-0.158,-0.105,0.016,-0.177,-0.013,-0.111,-0.034,-0.122,-0.199,-0.023,0.057,-0.212,-0.045,-0.086,0.023,-0.084,-0.037,-0.068,-0.117,-0.154,-0.063,-0.104,-0.12,-0.001,-0.055,-0.105,-0.091,-0.053,0.059,0.004,-0.123,-0.077,-0.099,0.104,-0.15,-0.167,-0.182,-0.11,0.006,-0.105,0.053,-0.062,-0.161,0.067,-0.157,-0.103,-0.156,-0.155,0.008,-0.097
ctx-lh-F7,,,,,,,0.035,-0.158,-0.036,-0.087,0.012,-0.072,-0.09,-0.017,-0.063,-0.123,-0.035,-0.092,-0.048,-0.001,-0.05,0.012,-0.048,-0.032,-0.031,0.048,0.028,-0.121,-0.035,-0.027,-0.099,-0.034,-0.167,-0.058,0.069,-0.087,-0.06,-0.037,0.03,0.052,-0.094,-0.089,-0.088,-0.056,0.026,-0.197,-0.029,0.015,0.031,-0.147,-0.089,-0.014,-0.01,-0.154,-0.037,-0.08,-0.03,-0.081,-0.024,0.013,-0.078,-0.098,-0.026,-0.032,-0.042,-0.04,0.001,-0.006,-0.084,-0.006,0.088,-0.068,-0.041,-0.057,-0.072,-0.018,-0.12,-0.125,-0.149,-0.006,0.082,-0.089,0.013,-0.056,-0.079,0.004,-0.123,-0.071,-0.098,-0.056,0.001,-0.159
ctx-lh-F8,,,,,,,,-0.072,0.014,0.064,0.077,-0.035,-0.028,-0.085,0.087,0.089,0.095,-0.022,0.05,-0.058,0.019,0.122,0.086,0.017,-0.037,0.023,0.027,0.093,-0.016,-0.049,0.047,0.069,0.006,-0.074,-0.032,0.01,0.009,-0.003,0.056,-0.023,-0.062,0.002,-0.026,0.026,-0.043,-0.108,-0.086,0.116,0.075,0.016,0.114,0.078,-0.042,-0.091,0.011,0.041,0.009,-0.01,-0.043,-0.08,0.149,0.034,0.059,-0.038,0.032,-0.056,0.002,0.077,0.065,0.021,-0.021,-0.012,-0.058,0.059,-0.017,-0.039,-0.005,0.006,0.016,-0.018,-0.039,-0.037,-0.007,-0.064,-0.063,-0.029,-0.086,-0.024,-0.018,-0.018,-0.076,-0.049
ctx-lh-F9,,,,,,,,,-0.085,-0.142,-0.16,-0.197,0.013,-0.182,0.014,0.009,-0.025,-0.028,-0.026,-0.209,-0.026,-0.1,-0.019,0.033,-0.078,-0.205,-0.017,-0.121,-0.023,-0.199,-0.053,0.024,0.05,-0.084,-0.032,0.023,-0.049,0.021,-0.134,-0.231,0.109,0.113,-0.029,-0.019,-0.058,-0.045,-0.106,-0.04,-0.156,-0.052,-0.127,-0.169,-0.103,-0.064,-0.156,-0.144,-0.204,-0.173,-0.035,-0.083,0.033,-0.028,-0.062,-0.041,-0.063,-0.182,-0.055,-0.097,-0.024,-0.044,-0.174,-0.222,0.001,-0.059,-0.044,-0.163,-0.073,0.049,0.015,0.056,-0.043,0.077,-0.118,0.024,-0.066,-0.148,0.104,0.122,0.03,0.034,-0.014,0.011
ctx-lh-F10,,,,,,,,,,-0.109,-0.005,-0.045,-0.117,-0.066,-0.058,-0.094,0.059,-0.124,-0.053,0.007,-0.018,-0.036,-0.062,0.003,-0.061,0.029,-0.007,-0.088,0.036,-0.045,-0.069,-0.031,-0.16,-0.105,0.005,-0.057,-0.005,0.072,-0.034,-0.007,-0.07,0.014,-0.034,-0.081,0.084,-0.171,-0.006,0.016,0.009,-0.12,-0.063,-0.039,0.012,-0.124,-0.115,-0.098,-0.011,-0.062,-0.015,-0.028,-0.03,-0.059,0.031,-0.109,-0.074,-0.055,-0.031,0.018,-0.06,0.01,0.002,-0.039,-0.043,-0.067,0.025,0.001,-0.08,-0.048,-0.115,-0.033,0.057,-0.023,0.015,0.019,-0.096,-0.041,-0.073,0.005,-0.043,-0.087,0.059,-0.038
ctx-lh-F10x,,,,,,,,,,,-0.047,-0.143,-0.051,-0.085,0.046,0.007,0.027,-0.091,-0.077,-0.055,-0.144,-0.053,0.041,-0.057,-0.078,0.006,0.029,0.008,-0.008,-0.115,0.009,0.057,-0.138,-0.107,-0.006,-0.121,-0.08,-0.083,0.052,-0.083,-0.097,-0.056,-0.149,-0.036,-0.005,-0.125,-0.015,0.048,-0.002,-0.108,-0.096,-0.078,-0.015,-0.163,-0.049,-0.105,0.004,-0.152,0.032,-0.04,-0.01,0.03,0.051,-0.057,-0.091,-0.129,-0.103,-0.024,-0.031,-0.059,-0.046,-0.008,-0.06,0.017,0.012,-0.033,0.003,0.027,-0.068,-0.009,-0.002,-0.092,0.072,-0.087,-0.051,-0.037,-0.089,-0.031,-0.096,-0.042,-0.001,-0.041
