# File generated on 2024-02-04 11:33:05
# Number of participants: 42
# Number of patients (depression): 21
# Number of controls: 21
# 1 datasets were included:
# - Depression_Bezmaternykh
# Effect size betas (regression coefficient of the linear model).
region,volume,surface area,thickness
Left-Thalamus-Proper, nan,nan,nan
Left-Caudate, 63.82631685758198,nan,nan
Left-Putamen, 114.5165491848059,nan,nan
Left-Pallidum, 126.12307662672264,nan,nan
Left-Hippocampus, 38.97315136250913,nan,nan
Left-Amygdala, 13.39436252431944,nan,nan
Left-Accumbens-area, -20.511298675195814,nan,nan
Right-Thalamus-Proper, nan,nan,nan
Right-Caudate, -21.560921957332717,nan,nan
Right-Putamen, 6.950758751754216,nan,nan
Right-Pallidum, 87.54788978546878,nan,nan
Right-Hippocampus, -22.41185372887105,nan,nan
Right-Amygdala, 4.027654010801643,nan,nan
Right-Accumbens-area, 9.165527048037294,nan,nan
ctx-lh-bankssts, -10.514831430416558,6.677760809338504,0.010613209030115048
ctx-lh-caudalanteriorcingulate, 52.501415298465616,14.269438056985418,-0.015388254233959326
ctx-lh-caudalmiddlefrontal, -91.13078436419254,-56.402831058734215,0.00021420247933066883
ctx-lh-cuneus, -184.88661539358407,-26.514927750221013,-0.06715726653251529
ctx-lh-entorhinal, 220.06624056713076,71.18099570727166,-0.09777530505794604
ctx-lh-fusiform, 432.39378957516215,169.2543892984605,-0.03828902474369419
ctx-lh-inferiorparietal, -538.4196973377396,-64.63732809916097,-0.05908187773921291
ctx-lh-inferiortemporal, 362.4837466776402,43.796021239358765,0.03303840970744579
ctx-lh-isthmuscingulate, 203.76179412767166,84.87763482367575,-0.04267631120578089
ctx-lh-lateraloccipital, -204.84488925935145,-6.874865386556711,-0.0489452102972595
ctx-lh-lateralorbitofrontal, 58.74660676809205,-58.18593599682372,0.0675224926866825
ctx-lh-lingual, 29.81881019642758,26.56905370750292,-0.033631126183257413
ctx-lh-medialorbitofrontal, 88.31379675297828,23.70482540586733,0.013946765708101466
ctx-lh-middletemporal, -297.7880257257639,-161.26729846198086,0.05594382575602659
ctx-lh-parahippocampal, 234.86228850881957,53.49765168030353,0.08276730326163868
ctx-lh-paracentral, 48.36805421571835,38.062752065713894,-0.05205428382099922
ctx-lh-parsopercularis, -133.9670063246989,-49.58196725466284,0.002857012833088454
ctx-lh-parsorbitalis, 80.63403760239522,-11.047676959738688,0.09947380201358895
ctx-lh-parstriangularis, 13.151078711684233,-53.92399740672277,0.048150360441327957
ctx-lh-pericalcarine, -194.0548459623434,-76.04258663730262,-0.05501580774710585
ctx-lh-postcentral, 74.11454481368354,83.6006102992311,-0.029879715780729357
ctx-lh-posteriorcingulate, 27.695027146524506,12.19529252586505,-0.01730032833276337
ctx-lh-precentral, 317.44624089769474,-48.421245385826225,0.05699295770945942
ctx-lh-precuneus, -124.28301736272093,60.885973875373764,-0.0378741147157882
ctx-lh-rostralanteriorcingulate, -237.9248789223473,-39.958831702153965,-0.06245283137311829
ctx-lh-rostralmiddlefrontal, 493.7043512439463,171.46412537698254,-0.01762642375615224
ctx-lh-superiorfrontal, -288.4086276615102,-118.13960687670085,-0.0026926239838479054
ctx-lh-superiorparietal, -527.5496135431235,-274.7481461687895,-0.016991242421887577
ctx-lh-superiortemporal, 310.68093203458136,-99.95373327886368,0.0791100495449713
ctx-lh-supramarginal, 563.8539289902305,141.4179056856554,0.013753128705304063
